SKU,Name,Description,Stock,"Weight (kg)",Categories,images
100205,USB2HAB2RA3,"Startech USB2HAB2RA3 3 ft USB2 Cable A Right Angle to B Right Angel Retail",0,0.09,"Cables>External IDE",images/100205.jpg
100374,MCP-220-84701-0N,"Supermicro MCP-220-84701-0N SC847 Internal Drive Tray for one 3.5inch Retail",0,0.50,Accessories>Accessories,images/100374.jpg
100375,MRK-401ST-BK,"Vantec MRK-401ST-BK EZ Swap 43.5 Aluminum Removable Trayless SATA Hard Drive",28,2.00,"Removable Drive>Storage Enclosure - Rack Mount",images/100375.jpg
100543,DISPLPORT3L,"Startech Cable DISPLPORT3L 3ft DisplayPort Cable with Latches Retail",20,0.16,"Cables>External IDE",images/100543.jpg
100544,MDISPLPORT3,"Startech Cable MDISPLPORT3 3 ft Mini DisplayPort Cable M M Retail",0,0.08,"Cables>External IDE",images/100544.jpg
100545,MDISPLPORT6,"Startech Cable MDISPLPORT6 6 ft Mini DisplayPort Cable M M Retail",0,0.15,"Cables>External IDE",images/100545.jpg
100738,MCP-290-00059-0B,"Supermicro Accessory RAIL SET+HANDLES QUICK QUICK OPTIONAL 4U 17.2W TOWER RTL",18,7.00,Accessories>Accessories,images/100738.jpg
100769,RM41300-F1,"CHENBRO RM 4U Open-Bay Rackmount RM413 No PS 0*BP Tray 2*USB 1 Front Door",0,45.00,"Cases>Rackmount Chassis Accessory",images/100769.jpg
100923,45PATCH5WH,"Startech 45PATCH5WH 5 ft White Snagless Cat5e UTP Patch Cable Retail",0,0.18,Cables>Networking,images/100923.jpg
100924,45PATCH7WH,"Startech 45PATCH7WH 7 ft White Snagless Cat5e UTP Patch Cable Retail",0,0.18,Cables>Networking,images/100924.jpg
100926,BLANKB1,"Startech BLANKB1 1U Rack Blank Panel for 19in Server Racks and Cabinets Retail",0,1.10,Accessories>Accessories,images/100926.jpg
100927,BLANKB2,"Startech BLANKB2 2U Rack Blank Panel for 19in Server Racks and Cabinets Retail",0,1.32,Accessories>Accessories,images/100927.jpg
100930,N6PATCH15GN,"Startech N6PATCH15GN 15ft Green Snagless Cat6 UTP Patch Cable ETL Verified RTL",0,0.37,Cables>Networking,images/100930.jpg
100932,UNISLDSHF19,"Startech UNISLDSHF19 19in Vented Adjustable Depth Sliding Cabinet Shelf Retail",0,18.52,Accessories>Accessories,images/100932.jpg
100950,SY-CAB40007,"SYBA Cable Power Cable SY-CAB40007 Molex 4pin to 2 x 15pin SATA Retail",0,0.05,"Cables>Internal IDE",images/100950.jpg
101062,SY-PWCB-SATA,"SYBA Cable SY-PWCB-SATA SATA Power Cable Molex 4-pin Male to 15-pin Retail",0,0.10,"Cables>Internal IDE",images/101062.jpg
101110,CSE-825TQ-563LPB,"Supermicro Case CSE-825TQ-563LPB 2U 560W Black 8x3.5SAS SATA Slim DVD Retail",0,60.15,Cases>Server,images/101110.jpg
101140,920-002416,"Logitech Keyboard & Mouse 920-002416 Wireless Desktop MK710 Black Retail",0,3.80,"Keyboards>Keyboard/Mice Combo",images/101140.jpg
101167,RV2032B,"Startech RV2032B CR2032 Lithium Thick Coin Cell Battery Retail 5 pack",0,1.00,Accessories>Accessories,images/101167.jpg
101168,PEXESAT32,"Startech ControllerCard PEXESAT32 2 Port SATA 6 Gbps PCI Express eSATA Retail",0,0.43,"Controller Cards>Serial ATA Controller",images/101168.jpg
101169,PEXSAT32,"Startech PEXSAT32 2 Port SATA 6 Gbps PCI Express SATA Controller Card Retail",0,0.42,"Controller Cards>Serial ATA Controller",images/101169.jpg
101205,RSC-RR1U-E16,"Supermicro Accessory RSC-RR1U-E16 Riser Card 1U PCI-E to PCI-E(x16) Retail",208,0.10,Accessories>Accessories,images/101205.jpg
101219,CLP0534,"Thermaltake CPU Cooler CLP0534 SlimX3 LowProfile Intel LGA1151 775 1156 Retail",0,0.40,"Fans>CPU Cooler Accessory for Intel Socket T",images/101219.jpg
101251,SC-SA0H12-S1,"SIIG Accessory SC-SA0H12-S1 3.5inch to Dual 2.5inch Drive Bay Adapter Retail",27,0.21,Accessories>Accessories,images/101251.jpg
101253,CSE-813MTQ-600CB,"Supermicro CSE-813MTQ-600CB 1U Black 600W 4xSAS SATA 4xPWM Fan ATX Retail",6,35.88,Cases>Server,images/101253.jpg
101258,INT-MS-1M4S,"HighPoint INT-MS-1M4S Internal 3ft SFF-8087 to SATA Retail",0,0.46,"Cables>Internal IDE",images/101258.jpg
101326,USB2HABMY6,"Startech USB2HABMY6 6ft USB Y Cable for External HD USB A to mini B Retail",0,0.16,"Cables>External IDE",images/101326.jpg
101329,USB2HABMY3,"Startech USB2HABMY3 3 ft USB Y Cable External Hard Drive USB A to miniB Retail",0,0.12,"Cables>External IDE",images/101329.jpg
101331,USBINT5PIN,"Startech USBINT5PIN 18inch Internal 5 pin USB IDC Motherboard Header Cable RTL",0,0.05,"Cables>Internal IDE",images/101331.jpg
101374,M45PATCH8BL,"Startech M45PATCH8BL 8 ft Blue Molded Cat5e UTP Patch Cable Retail",0,0.20,Cables>Networking,images/101374.jpg
101468,920-001996,"Logitech KB 920-001996 Wireless K350 Keyboard Black Retail",0,2.10,"Keyboards>Keyboard Cordless",images/101468.jpg
101476,D-300-FS,"iStarUSA Rack Mount 3U D-300-FS Black NO PS 1 2 (5)Drive LED USB FAN Brown Box",0,35.00,"Rack Mount>Rack Mount",images/101476.jpg
101667,84H341310-005,"CHENBRO AC 4U Door Bezel RM413 RM423 Two Door Bezel",40,1.00,Accessories>Accessories,images/101667.jpg
101813,PAC100,"StarTech Cable PAC100 1ft PC Power Cord IEC 320 EN 60320 C14 to NEMA 5-15R RTL",0,0.18,"Cables>External IDE",images/101813.jpg
101841,SV231HDMIUA,"StarTech SV231HDMIUA 2Port USB HDMI KVM Switch with Audio and USB2 Hub Retail",0,2.47,"Network Device>Switches",images/101841.jpg
101845,TL-WR940N,"TP-Link TL-WR940N 450M wireless N Router 3T3R 4-port Switch 3 fixed antennas RTL",91,1.88,"Network Device>Wireless Networking Device Accessory",images/101845.jpg
101853,USBPLATELP,"StarTech USBPLATELP 2 Port USB A Female Low Profile Slot Plate Adapter Retail",0,0.11,Accessories>Accessories,images/101853.jpg
101881,SD-CM-UAUD,"SYBA Accessory SD-CM-UAUD USB Stereo Audio Adapter RoHS Sound Retail",0,0.11,Accessories>Accessories,images/101881.jpg
102039,910-001439,"Logitech 910-001439 USB B100 Optical Mouse 800 dpi Retail",0,0.20,"Mouse>USB Mice",images/102039.jpg
102040,920-002478,"Logitech KB 920-002478 Desktop K120 USB Black Retail",0,1.54,"Keyboards>USB Keyboard",images/102040.jpg
102046,K1009,"VONNIC Accessory K1009 BNC Connector Male Twist-on RG59 10-Pack Bare",0,0.13,Accessories>Accessories,images/102046.jpg
102050,K1064,"VONNIC Accessory K1064 BNC Connector Female to BNC Female 5-Pack Bare",0,0.08,Accessories>Accessories,images/102050.jpg
102054,K1071,"VONNIC Accessory K1071 BNC T Connector Male to 2xBNC Female 5-Pack Bare",0,0.15,Accessories>Accessories,images/102054.jpg
102057,K1076,"VONNIC Accessory K1076 BNC T Connector Female to 2xBNC Female 5-Pack Bare",0,0.11,Accessories>Accessories,images/102057.jpg
102060,K1082,"VONNIC Accessory K1082 RAC Convertor Female to BNC Male 5-Pack Bare",0,0.10,Accessories>Accessories,images/102060.jpg
102062,K1083,"VONNIC Accessory K1083 BNC Convertor Female to RCA Male 5-Pack Bare",0,0.13,Accessories>Accessories,images/102062.jpg
102120,K1113,"VONNIC Accessory K1113 BNC Connector Male Compression RG59 10-Pack Bare",0,0.29,Accessories>Accessories,images/102120.jpg
102132,A2804,"VONNIC Accessory A2804 Video Balun BNC S-Video VGA to VGA 5V Power Adapter Bare",0,0.85,Accessories>Accessories,images/102132.jpg
102138,A2808,"VONNIC Accessory A2808 Video Balun 8xBNC to 2xRJ45 Video Converter Bare",0,1.15,Accessories>Accessories,images/102138.jpg
102145,A2817,"VONNIC Accessory A2817 BNC Video Surge Protector Bare",0,0.16,Accessories>Accessories,images/102145.jpg
102148,CB60B,"VONNIC Cable CB60B 60ft CCTV Siamese Pre-Made RG59+18 2 Black Retail",0,0.85,"Cables>External IDE",images/102148.jpg
102152,R4-BM8S-30PK-R0,"CoolerMaster FAN 80MM BLADE MASTER SLEEVE BEARING 800-3000RPM BK",109,1.30,"Fans>Chassis/Power Supply Fan",images/102152.jpg
102183,CB100W,"VONNIC Cable CB100W 100ft CCTV Siamese Pre-Made RG59+18 2 White Retail",0,3.20,"Cables>External IDE",images/102183.jpg
102184,CB200W,"VONNIC Cable CB200W 200ft CCTV Siamese Pre-Made RG59+18 2 White Retail",0,6.40,"Cables>External IDE",images/102184.jpg
102185,CB1000B,"VONNIC Cable CB1000B 1000ft CCTV Siamese RG59+18 2 UL Listed Black Retail",0,46.30,"Cables>External IDE",images/102185.jpg
102187,CB1000W,"VONNIC Cable CB1000W 1000ft CCTV Siamese RG59+18 2 UL Listed White Retail",0,46.30,"Cables>External IDE",images/102187.jpg
102188,CB500B,"VONNIC Cable CB500B 500ft CCTV Siamese RG59+18 2 UL Listed Black Retail",0,24.30,"Cables>External IDE",images/102188.jpg
102189,CB500W,"VONNIC Cable CB500W 500ft CCTV Siamese RG59+18 2 UL Listed White Retail",0,24.30,"Cables>External IDE",images/102189.jpg
102214,B114,"VONNIC B114 Metal 15 L Shape Camera Housing Bracket Wall Mount Beige Retail",0,1.03,Accessories>Accessories,images/102214.jpg
102490,920-002565,"Logitech Keyboard & Mouse 920-002565 Desktop Mk120 Wired USB Retail",0,2.10,"Keyboards>Keyboard/Mice Combo",images/102490.jpg
102491,DP2MDPMF6IN,"StarTech DP2MDPMF6IN 6in DisplayPort to Mini DisplayPort Video Adapter M F RTL",0,0.07,"Cables>External IDE",images/102491.jpg
102494,DS128,"StarTech DS128 8 Port VGA over Cat5 Digital Signage Broadcaster with RS232 RTL",0,5.73,"Accessories>Video Card Accessories",images/102494.jpg
102606,920-002714,"Logitech Keyboard Mouse 920-002714 MEDIA COMBO MK200 USB Retail",0,2.00,"Keyboards>Keyboard/Mice Combo",images/102606.jpg
102659,MCP-220-11101-0N,"Supermicro Accessory MCP-220-11101-0N DVD Accessories For SC111 Chassis Retail",1,1.00,Accessories>Accessories,images/102659.jpg
102698,GCAUD3535FF,"Startech Accessory GCAUD3535FF 3.5mm Audio Coupler Female to Female Retail",0,0.03,Accessories>Accessories,images/102698.jpg
102699,HDMI2VGA,"StarTech Accessory HDMI2VGA HDMI to VGA Video Converter with Audio Retail",0,1.10,Accessories>Accessories,images/102699.jpg
102700,MXT101MMHQ1,"Startech Cable MXT101MMHQ1 1ft VGA Cable Coax High Resolution HD15 M M Retail",0,0.29,"Cables>External IDE",images/102700.jpg
102701,MXT101MMHQ20,"Startech Cable MXT101MMHQ20 20ft VGA Cable Coax High Resolution HD15 M M RTL",0,1.38,"Cables>External IDE",images/102701.jpg
102702,MXT101MMHQ30,"Startech Cable MXT101MMHQ30 30ft VGA Cable Coax High Resolution HD15 M M RTL",0,1.98,"Cables>External IDE",images/102702.jpg
102703,PEXUSB3S11,"Startech IO PEXUSB3S11 2Port PCI Express SuperSpeed USB 3.0 Card Retail",0,0.40,"I/O Card                      >I/O Cards",images/102703.jpg
102706,RKPW161915,"Startech UPS RKPW161915 19in 1U Rackmount 16 Outlet PDU 125V 15A Retail",0,6.18,UPS>UPS,images/102706.jpg
102712,SV231DPDDUA,"StarTech Network SV231DPDDUA 2PT DisplayPort KVM Switch with Audio USB Hub RTL",0,4.85,"Network Device>Switches",images/102712.jpg
102715,SV565FXDUSA,"StarTech Network SV565FXDUSA USB DVI KVM Console Extender W Serial Audio RTL",0,4.48,"Network Device>KVM for Rackmount-LCD+KB/Mouse",images/102715.jpg
102717,USB2TYPEM,"Startech USB2TYPEM 3 ft USB to Type M Barrel 5V DC Power Cable Retail",0,0.07,"Cables>External IDE",images/102717.jpg
102733,N6PATCH3GN,"Startech N6PATCH3GN 3ft Green Snagless Cat6 UTP Patch ETL Verified Retail",0,0.11,Cables>Networking,images/102733.jpg
102798,N6PATCH3GR,"Startech N6PATCH3GR 3ft Gray Snagless Cat6 UTP Patch Cable ETL Verified Retail",0,0.11,Cables>Networking,images/102798.jpg
102825,ROCKETRAID2722,"HighPoint Controller RocketRAID2722 SAS 6Gb s LTO Tape and RAID Arrays Retail",0,0.45,"Controller Cards>Raid Card",images/102825.jpg
102889,139446MM1,"StarTech Cable 139446MM1 1 ft IEEE-1394 Firewire Cable 4-6 M M Retail",0,0.11,"Cables>External IDE",images/102889.jpg
102892,RCACOAXMF,"StarTech Cable RCACOAXMF RCA to F Type Coaxial Adapter M F Retail",0,0.04,Accessories>Accessories,images/102892.jpg
102894,PEX1TO162,"StarTech PEX1TO162 PCIE x1 to x16 Low Profile Slot Extension Adapter Retail",0,0.26,Accessories>Accessories,images/102894.jpg
102896,N6PATCH7BL,"Startech N6PATCH7BL 7ft Blue Snagless Cat6 UTP Patch Cable ETL Verified RTL",0,0.22,Cables>Networking,images/102896.jpg
102901,CRJ4550PK,"StarTech CRJ4550PK Cat5e RJ45 Stranded Modular Plug Connector 50PK Retail",0,0.18,Accessories>Accessories,images/102901.jpg
103045,SD-ADA50024,"SYBA Accessory SD-ADA50024 2.5inch SATA USB To Compact Flash Adapter Retail",0,0.40,Accessories>Accessories,images/103045.jpg
103098,DES-1005E,"D-LINK Network DES-1005E 5 Port 10 100 Desktop Unmanaged Switch Retail",0,1.37,"Network Device>Switches",images/103098.jpg
103182,DGS-1005G,"D-Link Network DGS-1005G 5Port GigabitUnmanaged Switch 10 100 1000 Desktop RTL",38,1.34,"Network Device>Switches",images/103182.jpg
103183,DGS-1008G,"D-Link Networking DGS-1008G 8Port Gigabit Unmanaged Switch 10 100 1000 Desktop",0,1.37,"Network Device>Switches",images/103183.jpg
10325,RBC2,"APC Replacement Battery Cartridge Number 2 Black Retail",0,7.00,UPS>UPS,images/10325.jpg
103410,AC0014,"Thermaltake Accessory AC0014 3.5 2.5 SSD Converter SSD HDD Bay Drives Retail",26,1.00,Accessories>Accessories,images/103410.jpg
103419,DP2VGA2,"StarTech Accessory DP2VGA2 DisplayPort to VGA Video Adapter Converter Retail",247,0.30,Accessories>Accessories,images/103419.jpg
103509,CSE-847E16-R1400LPB,"Supermicro Case CSE-847E16-R1400LPB 4U 1400W 36xHD Bays 7xFans Black Retail",0,80.00,Cases>Server,images/103509.jpg
103515,CB100B,"VONNIC Cable CB100B 100ft CCTV Siamese Pre-Made RG59+18 2 Black Retail",0,3.20,"Cables>External IDE",images/103515.jpg
103521,MB991IK-B,"ICY DOCK MB991IK-B 2.5inch SATA SAS HDD SSD Rack For 3.5inch Device Bay Retail",40,1.00,"Removable Drive>Removable Storage Devices",images/103521.jpg
103551,PDUMH20,"Tripp-Lite PDUMH20 Metered PDU Power Distribution Unit-Safe Reliable Retail",20,3.60,UPS>UPS,images/103551.jpg
103718,USBPLATE4,"StarTech Accessory USBPLATE4 4 Port USB A Female Slot Plate Adapter Retail",430,0.18,Accessories>Accessories,images/103718.jpg
103734,JJ-P20511-S3,"SIIG IO Card JJ-P20511-S3 2 Ports 9Pin Serial 550-Value PCI Retail",31,0.50,"I/O Card                      >I/O Cards",images/103734.jpg
103824,EP-600PM,"Epower Power Supply EP-600PM 600W ATX12V 2.3 Single 120 mm Cooling Fan Bare",593,3.45,"Power Supply>ATX Power Supply",images/103824.jpg
103844,TL-SG1016D,"TP-Link Network TL-SG1016D 16 Port Unmanaged Gigabit Desktop Switch Retail",27,4.85,"Network Device>Switches",images/103844.jpg
103869,CL-CRD20036,"SYBA Accessory CL-CRD20036 3.5inch Drive Bay Internal Card Reader Black Retail",0,0.40,Accessories>Accessories,images/103869.jpg
103903,G2101D3,"MSI Video Card N210-MD1G D3 GF 210 1G DDR3 LP PCIE DVI HDMI VGA Single Fan W7",39,0.80,"Video Cards>Video Card 1GB",images/103903.jpg
104006,CLN0015,"Thermaltake CLN0015 Black Massive23 LX NB Cooler for 1017inch Retail",0,4.29,"Fans>Chassis/Power Supply Fan",images/104006.jpg
104106,CSE-847E26-RJBOD1,"Supermicro Case CSE-847E26-RJBOD1 4U SC847 Storage with Redundant 1400W Retail",0,146.00,Cases>Server,images/104106.jpg
104149,B116C-003B,"Accell Cable B116C-003B 3.3ft Digital AV ProUltra Supreme HDMI 10.2Gbps Retail",15,0.45,"Cables>External IDE",images/104149.jpg
104317,B087B-004B,"Accell Accessory B087B-004B 10inch miniDisplayPort DVID SingleLink Adapter RTL",0,0.42,"Accessories>Video Card Accessories",images/104317.jpg
104384,MCP-410-00006-0N,"Supermicro AC MCP-410-00006-0N Screw Bag Label 100xscrew f 24x 2.5HDD Tray",0,0.20,"Accessories>Hard Drive Accessories",images/104384.jpg
104394,DB9CONCABL6,"Startech DB9CONCABL6 6ft RJ45 to DB9 Cisco Console Management Router Cable RTL",0,0.22,"Cables>External IDE",images/104394.jpg
104461,SV431DVIUAHR,"StarTech Network SV431DVIUAHR 4Port USB DVI DualLink KVM Switch with Audio RTL",0,2.73,"Network Device>KVM Switch Box",images/104461.jpg
104482,K555,"Dynatron K555 2U LGA 1156 Intel Xeon3400 Core i3 i5 i7 CPU Cooler Heatpipe RTL",92,1.35,"Fans>Xeon CPU Fan",images/104482.jpg
104488,JJ-E01011-S3,"Siig IO JJ-E01011-S3 DP CyberParallel PCIe ECP EPP HighSpeed Adapter Brown Box",57,0.44,"I/O Card                      >I/O Cards",images/104488.jpg
104542,PWS-704P-1R,"Supermicro Power Supply 1U REDUNDANT PMBUS GOLD EFFICIENCY 54.5MM Retail",0,3.20,"Power Supply>Redundant Power Supply",images/104542.jpg
104612,VE228H,"Asus LED VE228H 21.5inch Wide HDMI 1920x1080 10000000:1 Speaker Retail",0,14.70,"Monitors/LCD>LCD 18 to 22 inches",images/104612.jpg
104631,DP2DVI2MM6,"StarTech DP2DVI2MM6 6ft DisplayPort to DVI Cable M M Retail",47,0.35,"Cables>External IDE",images/104631.jpg
104637,"LG BLUERAY SOFTWARE","LG Software LG Blu-ray SOFTWARE Bare",155,0.05,"Software>Single Pack Software",images/104637.jpg
104640,DP2VGAMM6,"StarTech DP2VGAMM6 6ft DisplayPort to VGA Cable M M Retail",20,0.26,"Cables>External IDE",images/104640.jpg
104641,MDP2DPMM3,"StarTech MDP2DPMM3 3ft MiniDisplayPort to DisplayPort Adapter Cable M M Retail",0,0.11,"Cables>External IDE",images/104641.jpg
104642,MDP2DVIMM6,"StarTech MDP2DVIMM6 6 ft Mini DisplayPort to DVI Cable M M Retail",0,0.20,"Cables>External IDE",images/104642.jpg
104644,MDP2HDMIUSBA,"StarTech MDP2HDMIUSBA Mini DisplayPort to HDMI Adapter with USB Audio Retail",0,0.20,"Cables>Video Card Accessories",images/104644.jpg
104647,MDP2VGAMM6,"StarTech MDP2VGAMM6 6 ft Mini DisplayPort to VGA Cable M M Retail",0,0.20,"Cables>External IDE",images/104647.jpg
104649,ICUSB232DB25,"StarTech ICUSB232DB25 USB to RS232 DB9 DB25 Serial Adapter Cable M M Retail",0,0.20,"Cables>External IDE",images/104649.jpg
104698,MDP2DPMM10,"StarTech Cable MDP2DPMM10 10ft Mini DisplayPort to DisplayPort Adapter M M RTL",0,0.24,"Cables>External IDE",images/104698.jpg
104786,TL-SG1024D,"TP-Link Network TL-SG1024D 24 Port Gigabit Desktop Switch 10 100 1000M Retail",52,5.00,"Network Device>Switches",images/104786.jpg
104854,DP4N1USB6,"StarTech Network DP4N1USB6 6ft 4-in-1 USB DisplayPort KVM Switch Cable Retail",15,0.69,"Cables>External IDE",images/104854.jpg
104855,USB3SAUB3,"StarTech USB3SAUB3 3 ft SuperSpeed USB 3.0 Cable A to Micro B Retail",0,0.13,"Cables>External IDE",images/104855.jpg
104859,PEX2S553LP,"StarTech PEX2S553LP 2 Port LP Native RS232 PCIE Serial Card 16550 UART Retail",0,0.46,"I/O Card                      >I/O Cards",images/104859.jpg
104860,PEX2S5531P,"StarTech PEX2S5531P 2S1P Native PCIE Parallel Serial Combo Card with 1655 RTL",0,0.55,"I/O Card                      >I/O Cards",images/104860.jpg
104861,PEX2S553,"StarTech PEX2S553 2 Port Native PCIE RS232 Serial Adapter Card with 16550 UART",76,0.42,"I/O Card                      >I/O Cards",images/104861.jpg
104863,PEX1S553LP,"StarTech PEX1S553LP 1Port LP Native RS232 PCIE Serial Card with 16550 UART RTL",0,0.35,"I/O Card                      >I/O Cards",images/104863.jpg
104975,SV565UTPUL,"StarTech Accessory SV565UTPUL SB VGA KVM Console Extender Cat5 UTP 1000ft RTL",0,5.51,"Network Device>Video Card Accessories",images/104975.jpg
104976,ST122DVIA,"StarTech Accessory ST122DVIA 2 Port DVI Video Splitter with Audio Retail",0,3.53,"Accessories>Video Card Accessories",images/104976.jpg
104978,USB2HABM6IN,"StarTech USB2HABM6IN 6in Mini USB 2.0 Cable A to Mini B Retail",0,0.03,"Cables>External IDE",images/104978.jpg
105014,DGS-1210-10P,"D-Link NT DGS-1210-10P Smart 8Port Gigabit PoE Switch 2 Combo SFP Retail",0,6.05,"Network Device>Switches",images/105014.jpg
105050,N6PATCH100BL,"StarTech N6PATCH100BL 100 Blue Snagless Cat6 UTP Patch Cable ETL Verified RTL",0,2.65,"Cables>External IDE",images/105050.jpg
105085,MRK-525ST,"Vantec MRK-525ST NexStar SE Removable Dual 2.5 SATA I II HD or SSD Rack RTL",0,1.30,"Removable Drive>Storage Enclosure - Rack Mount",images/105085.jpg
105177,VM4R,"Evoluent Mouse VerticalMouse 4 Right USB 6 Button Brown Box",52,0.55,"Mouse>USB Mice",images/105177.jpg
105179,VM4L,"Evoluent Mouse VerticalMouse 4 Left USB 6 Button Brown Box",0,0.55,"Mouse>USB Mice",images/105179.jpg
105196,SV231DPUA,"StarTech KVM Switch SV231DPUA 2Port Professional USB DisplayPort Audio Retail",0,2.87,"Network Device>KVM Switch Box",images/105196.jpg
105198,SV431DPUA,"Startech KVM Switch SV431DPUA 4 Port USB DisplayPort KVM Switch with Audio RTL",0,3.75,"Network Device>KVM Switch Box",images/105198.jpg
105218,PLATE25F16,"StarTech PLATE25F16 16 DB25 ParallelFemale to IDC 25Pin Header Slot Plate RTL",24,0.13,Accessories>Accessories,images/105218.jpg
105304,USB3SAB1,"StarTech USB3SAB1 1 ft SuperSpeed USB 3.0 Cable A to B M M Retail",148,0.09,"Cables>External IDE",images/105304.jpg
105305,USB3SAUB1,"StarTech USB3SAUB1 1 ft SuperSpeed USB 3.0 Cable A to Micro B Retail",0,0.09,"Cables>External IDE",images/105305.jpg
105318,VE248H,"Asus LED VE248H 24inch Wide HDMI DVI VGA 1920x1080 10000000:1 2ms Speaker RTL",0,19.70,"Monitors/LCD>LCD 23 to 25 inches",images/105318.jpg
105359,NBA-200U,"Vantec CC NBA-200U USB External 7.1 Channel Audio Adapter Retail",0,1.00,"Controller Cards>USB Controller",images/105359.jpg
105413,SPI350ACA8-B204,"SPI SPI350ACA8-B204 350W ATX 20+4P 12V 12CM BB FAN 3*SATA APFC 80PLUS BRONZE",0,4.00,"Power Supply>ATX Power Supply",images/105413.jpg
105491,EP-700PM,"Epower Power Supply EP-700PM 700W ATX EPS 12V 120mm Fan 8xSATA 2xPCIE Bare",297,4.18,"Power Supply>ATX Power Supply",images/105491.jpg
105493,EP-500PM,"Epower Power Supply EP-500PM 500W ATX EPS 12V 120mm Fan 4xSATA PCIE Bare",645,3.70,"Power Supply>ATX Power Supply",images/105493.jpg
105582,DISPLPORT1L,"StarTech Cable DISPLPORT1L 1ft DisplayPort Cable with Latches M M Retail",37,0.09,"Cables>External IDE",images/105582.jpg
105585,DVIEXTAA6IN,"StarTech CB DVIEXTAA6IN 6inch DVII Dual Link Digital Analog Port Saver M F RTL",0,0.20,"Cables>External IDE",images/105585.jpg
105586,ICUSB232INT1,"StarTech ICUSB232INT1 24inch Internal USB MB Header to Serial RS232 Adapter",0,0.33,Accessories>Accessories,images/105586.jpg
105587,USB2HABMY1,"StarTech USB2HABMY1 1ft USB Y Cable for External HD USB A to mini B Retail",0,0.09,"Cables>External IDE",images/105587.jpg
105702,ST124DVIA,"StarTech Accessory ST124DVIA 4 Port DVI Video Splitter with Audio Retail",0,4.19,"Accessories>Video Card Accessories",images/105702.jpg
105707,UUSBHAUB3LA,"StarTech Cable UUSBHAUB3LA 3 ft Micro USB Cable A to Left Angle Micro B Retail",0,0.05,"Cables>External IDE",images/105707.jpg
105708,VGAPLATE,"StarTech AC VGAPLATE Single Outlet 15Pin Female VGA Wall Plate White Retail",0,0.09,Accessories>Accessories,images/105708.jpg
105709,SV1631DUSBUK,"StarTech NT SV1631DUSBUK 16Port 1U RackMount USB KVM Switch Kit with OSD RTL",0,7.78,"Network Device>KVM for Rackmount-LCD+KB/Mouse",images/105709.jpg
105711,HDMIMM80AC,"StarTech Cable HDMIMM80AC 80ft Active HighSpeed HDMI to HDMI Digital Video RTL",0,0.01,"Cables>External IDE",images/105711.jpg
105713,HDMIEXTAA6IN,"StarTech Cable HDMIEXTAA6IN 6inch HDMI Port Saver Digital Video M F Retail",0,0.11,"Cables>External IDE",images/105713.jpg
105714,DVISPL1VV,"StarTech DVISPL1VV 1ft DVI-I Analog to 2xVGA Video Splitter Cable M F Retail",0,0.37,"Cables>External IDE",images/105714.jpg
105766,DRW-24B3ST/BLK/G/AS,"Asus DRW-24B3ST BLK G AS DVDRW SATA 24X Nero 9 Black DVD software w playback",80,1.65,"Optical Drive>DVDRW",images/105766.jpg
105945,MXT101MMLP15,"StarTech Cable MXT101MMLP15 15ft Thin Coax VGA Monitor LowProfile HD15 M M RTL",0,0.51,"Cables>External IDE",images/105945.jpg
105946,MCP-220-51202-0N,"Supermicro AC MCP-220-51202-0N Slim SATA DVD Kit w Backplane Cable Retail",5,0.20,Accessories>Accessories,images/105946.jpg
105948,MU1MMS,"StarTech Cable MU1MMS 1ft Slim 3.5mm Stereo Audio M M Retail",0,0.04,"Cables>External IDE",images/105948.jpg
105949,UUSBHAUB6LA,"StarTech Cable UUSBHAUB6LA 6ft USB A to Left Angle Micro B Retail",0,0.08,"Cables>External IDE",images/105949.jpg
105969,CB-H20412-S1,"SIIG Cable CB-H20412-S1 1Meter High Speed HDMI with Ethernet Retail",0,0.40,"Cables>External IDE",images/105969.jpg
105970,CB-H20512-S1,"SIIG Cable CB-H20512-S1 2Meter High Speed HDMI with Ethernet Retail",0,0.50,"Cables>External IDE",images/105970.jpg
105973,CB-H20812-S1,"SIIG Cable CB-H20812-S1 2Meter High Speed HDMI ProHD with Ethernet Retail",0,0.60,"Cables>External IDE",images/105973.jpg
105977,UGT-MH430U3,"Vantec Accessory UGT-MH430U3 4 Port SuperSpeed USB 3.0 Hub Retail",0,1.15,Accessories>Accessories,images/105977.jpg
106029,SRW18US,"Tripp Lite Accessory SRW18US 18U Wall Mount Rack Enclosure Cabinet Retail",0,110.00,Accessories>Accessories,images/106029.jpg
106077,UUSBHAUB6IN,"StarTech UUSBHAUB6IN 6inch Micro USB Cable A to Micro B Retail",0,0.07,"Cables>External IDE",images/106077.jpg
106086,SATAPOWADAPR,"StarTech SATAPOWADAPR 6inch 4 Pin Molex to Right Angle SATA Power Adapter RTL",97,0.03,"Cables>Internal IDE",images/106086.jpg
106090,DP2HDMIADAP,"StarTech DP2HDMIADAP DisplayPort to HDMI Video Adapter Converter M F Retail",54,0.09,"Accessories>Video Card Accessories",images/106090.jpg
106179,JU-VG0012-S1,"SIIG Accessory JU-VG0012-S1 Adds another VGA port to USB enabled system Retail",4,0.38,"Accessories>Video Card Accessories",images/106179.jpg
